"","dia","hora","sentido","eixos_2","eixos_3","eixos_4","eixos_5","eixos_6","eixos_7","eixos_8","eixos_9","passeio","moto","outros"
"411",6,16,"Total","56","56","102","50","62","11","0","4","1229","30","57"
"412",6,17,"C","22","25","17","30","54","3","0","2","245","9","23"
"413",6,17,"D","32","25","55","9","19","0","0","1","715","15","32"
"414",6,17,"Total","54","50","72","39","73","3","0","3","960","24","55"
"415",6,18,"C","15","21","18","42","56","5","0","2","239","7","25"
"416",6,18,"D","31","26","38","22","21","2","0","1","574","10","28"
"417",6,18,"Total","46","47","56","64","77","7","0","3","813","17","53"
"418",6,19,"C","23","22","20","25","41","1","0","1","213","4","18"
"419",6,19,"D","34","26","47","15","18","2","0","1","406","8","14"
"420",6,19,"Total","57","48","67","40","59","3","0","2","619","12","32"
"421",6,20,"C","24","27","12","19","31","2","0","0","114","2","14"
"422",6,20,"D","25","33","29","7","25","0","0","0","365","4","13"
"423",6,20,"Total","49","60","41","26","56","2","0","0","479","6","27"
"424",6,21,"C","19","21","13","12","23","1","0","3","90","6","6"
"425",6,21,"D","23","34","22","10","12","0","0","0","209","2","13"
"426",6,21,"Total","42","55","35","22","35","1","0","3","299","8","19"
"427",6,22,"C","15","16","6","10","16","0","0","0","129","1","4"
"428",6,22,"D","21","20","35","6","5","0","0","0","155","5","9"
"429",6,22,"Total","36","36","41","16","21","0","0","0","284","6","13"
"430",6,23,"C","15","14","14","6","11","0","0","0","85","3","6"
"431",6,23,"D","9","13","27","9","7","0","0","0","114","2","8"
"432",6,23,"Total","24","27","41","15","18","0","0","0","199","5","14"
"433",7,0,"C","12","7","11","3","14","0","0","0","23","2","4"
"434",7,0,"D","12","14","25","5","15","0","0","0","91","5","7"
"435",7,0,"Total","24","21","36","8","29","0","0","0","114","7","11"
"436",7,1,"C","8","10","6","11","12","0","0","0","20","1","6"
"437",7,1,"D","6","9","17","8","7","1","0","0","74","5","5"
"438",7,1,"Total","14","19","23","19","19","1","0","0","94","6","11"
"439",7,2,"C","10","6","4","16","11","0","0","0","18","0","5"
"440",7,2,"D","6","6","11","4","7","0","0","0","36","1","4"
"441",7,2,"Total","16","12","15","20","18","0","0","0","54","1","9"
"442",7,3,"C","5","12","7","12","8","0","0","0","29","2","11"
"443",7,3,"D","10","5","18","4","5","0","0","0","15","3","7"
"444",7,3,"Total","15","17","25","16","13","0","0","0","44","5","18"
"445",7,4,"C","16","18","1","5","30","0","0","0","73","3","12"
"446",7,4,"D","13","14","37","8","10","1","0","0","43","5","6"
"447",7,4,"Total","29","32","38","13","40","1","0","0","116","8","18"
"448",7,5,"C","29","25","12","26","32","2","0","1","160","6","27"
"449",7,5,"D","23","20","46","14","18","1","0","0","129","1","18"
"450",7,5,"Total","52","45","58","40","50","3","0","1","289","7","45"
"451",7,6,"C","59","37","22","32","35","3","0","2","323","7","46"
"452",7,6,"D","39","28","73","12","20","3","1","0","269","6","26"
"453",7,6,"Total","98","65","95","44","55","6","1","2","592","13","72"
"454",7,7,"C","38","23","20","38","27","1","0","3","348","11","38"
"455",7,7,"D","29","22","42","16","19","1","0","0","375","0","9"
"456",7,7,"Total","67","45","62","54","46","2","0","3","723","11","47"
"457",7,8,"C","38","28","29","43","45","2","0","4","385","7","36"
"458",7,8,"D","35","28","37","10","19","4","0","2","339","6","23"
"459",7,8,"Total","73","56","66","53","64","6","0","6","724","13","59"
"460",7,9,"C","35","33","25","45","30","2","0","2","378","7","30"
"461",7,9,"D","20","13","68","9","25","4","0","0","382","4","20"
"462",7,9,"Total","55","46","93","54","55","6","0","2","760","11","50"
"463",7,10,"C","38","32","15","52","36","2","0","1","343","10","28"
"464",7,10,"D","36","24","55","20","23","3","0","1","359","6","27"
"465",7,10,"Total","74","56","70","72","59","5","0","2","702","16","55"
"466",7,11,"C","32","24","20","40","37","3","0","0","342","7","22"
"467",7,11,"D","34","24","51","12","18","2","0","3","404","10","22"
"468",7,11,"Total","66","48","71","52","55","5","0","3","746","17","44"
"469",7,12,"C","34","32","23","54","57","0","0","7","312","11","30"
"470",7,12,"D","26","19","53","15","21","3","0","3","360","7","27"
"471",7,12,"Total","60","51","76","69","78","3","0","10","672","18","57"
"472",7,13,"C","28","33","24","47","52","2","0","2","275","14","37"
"473",7,13,"D","31","19","38","10","25","3","0","0","367","7","24"
"474",7,13,"Total","59","52","62","57","77","5","0","2","642","21","61"
"475",7,14,"C","29","32","20","45","44","3","0","6","338","7","29"
"476",7,14,"D","38","37","65","21","29","4","0","0","356","5","23"
"477",7,14,"Total","67","69","85","66","73","7","0","6","694","12","52"
"478",7,15,"C","17","24","19","45","59","2","0","6","295","9","14"
"479",7,15,"D","40","21","72","26","21","1","0","2","356","8","27"
"480",7,15,"Total","57","45","91","71","80","3","0","8","651","17","41"
"481",7,16,"C","39","23","23","43","32","3","0","4","303","7","29"
"482",7,16,"D","28","41","70","21","19","2","3","1","385","9","30"
"483",7,16,"Total","67","64","93","64","51","5","3","5","688","16","59"
"484",7,17,"C","38","26","21","43","38","7","0","4","257","13","20"
"485",7,17,"D","57","23","58","23","25","6","0","0","347","4","37"
"486",7,17,"Total","95","49","79","66","63","13","0","4","604","17","57"
"487",7,18,"C","21","28","18","28","38","2","0","2","257","9","29"
"488",7,18,"D","38","32","35","23","24","3","0","0","289","2","31"
"489",7,18,"Total","59","60","53","51","62","5","0","2","546","11","60"
"490",7,19,"C","26","20","27","29","55","1","0","2","155","9","18"
"491",7,19,"D","33","49","55","22","12","1","0","0","209","5","25"
"492",7,19,"Total","59","69","82","51","67","2","0","2","364","14","43"
"493",7,20,"C","19","30","16","23","36","2","0","0","137","6","9"
"494",7,20,"D","47","32","62","15","21","2","0","0","137","4","28"
"495",7,20,"Total","66","62","78","38","57","4","0","0","274","10","37"
"496",7,21,"C","12","20","22","31","26","3","0","0","69","8","13"
"497",7,21,"D","25","32","28","20","16","0","0","0","92","2","10"
"498",7,21,"Total","37","52","50","51","42","3","0","0","161","10","23"
"499",7,22,"C","6","20","8","21","27","2","0","0","57","2","5"
"500",7,22,"D","20","23","29","7","10","1","0","0","88","2","12"
"501",7,22,"Total","26","43","37","28","37","3","0","0","145","4","17"
"502",7,23,"C","8","23","10","14","25","1","0","0","41","6","13"
"503",7,23,"D","11","16","26","9","11","1","0","0","38","2","12"
"504",7,23,"Total","19","39","36","23","36","2","0","0","79","8","25"
"505",8,0,"C","12","16","6","11","9","1","0","0","33","5","2"
"506",8,0,"D","8","11","24","3","6","0","0","0","19","2","5"
"507",8,0,"Total","20","27","30","14","15","1","0","0","52","7","7"
"508",8,1,"C","8","12","6","4","9","1","0","0","14","2","2"
"509",8,1,"D","6","12","17","9","6","0","0","0","13","4","5"
"510",8,1,"Total","14","24","23","13","15","1","0","0","27","6","7"
"511",8,2,"C","7","3","2","14","12","1","0","0","13","4","5"
"512",8,2,"D","7","3","15","4","9","1","0","0","17","2","1"
"513",8,2,"Total","14","6","17","18","21","2","0","0","30","6","6"
"514",8,3,"C","6","7","4","7","11","1","0","0","26","4","7"
"515",8,3,"D","8","2","25","1","2","0","0","0","18","6","4"
"516",8,3,"Total","14","9","29","8","13","1","0","0","44","10","11"
"517",8,4,"C","10","10","6","13","19","1","0","2","38","2","5"
"518",8,4,"D","12","20","36","5","9","0","0","0","19","0","8"
"519",8,4,"Total","22","30","42","18","28","1","0","2","57","2","13"
"520",8,5,"C","21","28","18","29","44","0","0","1","132","14","27"
"521",8,5,"D","18","23","56","12","14","0","0","0","77","2","31"
"522",8,5,"Total","39","51","74","41","58","0","0","1","209","16","58"
"523",8,6,"C","41","17","19","46","58","4","0","7","190","8","42"
"524",8,6,"D","44","24","72","21","20","2","0","2","176","9","21"
"525",8,6,"Total","85","41","91","67","78","6","0","9","366","17","63"
"526",8,7,"C","39","25","17","64","41","1","0","2","302","11","35"
"527",8,7,"D","31","22","73","18","20","3","0","1","295","8","22"
"528",8,7,"Total","70","47","90","82","61","4","0","3","597","19","57"
"529",8,8,"C","28","22","18","52","36","3","0","6","307","6","39"
"530",8,8,"D","24","23","79","20","32","3","0","3","277","5","17"
"531",8,8,"Total","52","45","97","72","68","6","0","9","584","11","56"
"532",8,9,"C","38","27","25","45","33","0","0","2","326","7","36"
"533",8,9,"D","29","15","87","20","31","1","0","1","269","7","34"
"534",8,9,"Total","67","42","112","65","64","1","0","3","595","14","70"
"535",8,10,"C","36","28","24","59","34","2","0","1","346","14","24"
"536",8,10,"D","25","18","85","24","26","3","0","3","310","5","20"
"537",8,10,"Total","61","46","109","83","60","5","0","4","656","19","44"
"538",8,11,"C","40","36","26","57","49","6","0","3","315","18","29"
"539",8,11,"D","33","28","80","12","28","1","0","1","280","10","18"
"540",8,11,"Total","73","64","106","69","77","7","0","4","595","28","47"
"541",8,12,"C","23","31","25","51","37","2","0","1","313","7","31"
"542",8,12,"D","27","19","95","19","20","2","0","0","318","5","20"
"543",8,12,"Total","50","50","120","70","57","4","0","1","631","12","51"
"544",8,13,"C","33","30","25","47","35","3","0","0","386","17","31"
"545",8,13,"D","30","28","76","13","29","3","0","5","354","4","35"
"546",8,13,"Total","63","58","101","60","64","6","0","5","740","21","66"
"547",8,14,"C","39","37","20","55","38","1","0","2","368","16","32"
"548",8,14,"D","49","25","59","15","17","2","0","3","382","10","37"
"549",8,14,"Total","88","62","79","70","55","3","0","5","750","26","69"
"550",8,15,"C","29","29","18","57","46","1","0","2","410","16","36"
"551",8,15,"D","37","35","73","21","22","4","0","5","413","9","32"
"552",8,15,"Total","66","64","91","78","68","5","0","7","823","25","68"
"553",8,16,"C","34","28","31","54","53","6","0","0","396","21","21"
"554",8,16,"D","41","27","85","21","17","4","0","2","420","8","44"
"555",8,16,"Total","75","55","116","75","70","10","0","2","816","29","65"
"556",8,17,"C","38","17","20","36","42","1","0","4","471","14","21"
"557",8,17,"D","51","34","58","20","22","2","0","3","443","17","33"
"558",8,17,"Total","89","51","78","56","64","3","0","7","914","31","54"
"559",8,18,"C","26","22","15","28","39","1","1","0","399","4","21"
"560",8,18,"D","39","32","42","15","22","3","0","0","366","11","28"
"561",8,18,"Total","65","54","57","43","61","4","1","0","765","15","49"
"562",8,19,"C","30","24","22","33","55","0","0","1","374","12","11"
"563",8,19,"D","50","27","41","24","17","2","1","1","287","8","21"
"564",8,19,"Total","80","51","63","57","72","2","1","2","661","20","32"
"565",8,20,"C","21","26","13","21","50","2","0","0","248","12","8"
"566",8,20,"D","45","20","40","21","13","3","0","0","211","7","17"
"567",8,20,"Total","66","46","53","42","63","5","0","0","459","19","25"
"568",8,21,"C","22","14","17","19","37","1","0","0","157","10","19"
"569",8,21,"D","21","21","28","16","15","1","0","1","145","7","20"
"570",8,21,"Total","43","35","45","35","52","2","0","1","302","17","39"
"571",8,22,"C","9","22","10","16","20","1","0","0","115","4","9"
"572",8,22,"D","23","21","24","12","12","0","0","0","93","4","12"
"573",8,22,"Total","32","43","34","28","32","1","0","0","208","8","21"
"574",8,23,"C","7","13","10","10","10","0","0","0","94","0","4"
"575",8,23,"D","16","13","25","6","9","0","0","0","43","3","11"
"576",8,23,"Total","23","26","35","16","19","0","0","0","137","3","15"
"577",9,0,"C","10","14","9","5","9","0","0","0","45","4","4"
"578",9,0,"D","16","8","25","4","8","1","0","0","40","6","9"
"579",9,0,"Total","26","22","34","9","17","1","0","0","85","10","13"
"580",9,1,"C","11","6","2","2","12","2","0","0","30","3","5"
"581",9,1,"D","4","6","21","3","4","0","0","0","34","3","7"
"582",9,1,"Total","15","12","23","5","16","2","0","0","64","6","12"
"583",9,2,"C","2","7","1","11","10","0","0","1","24","5","4"
"584",9,2,"D","6","8","11","5","10","0","0","0","18","1","6"
"585",9,2,"Total","8","15","12","16","20","0","0","1","42","6","10"
"586",9,3,"C","6","8","3","5","10","0","0","0","24","3","4"
"587",9,3,"D","3","10","11","7","2","0","0","0","25","2","4"
"588",9,3,"Total","9","18","14","12","12","0","0","0","49","5","8"
"589",9,4,"C","8","18","3","9","11","0","0","0","43","1","2"
"590",9,4,"D","6","8","15","4","7","0","0","0","22","2","8"
"591",9,4,"Total","14","26","18","13","18","0","0","0","65","3","10"
"592",9,5,"C","9","17","21","27","27","0","0","0","127","10","13"
"593",9,5,"D","10","12","26","8","14","2","1","0","44","2","4"
"594",9,5,"Total","19","29","47","35","41","2","1","0","171","12","17"
"595",9,6,"C","19","19","17","36","34","2","0","6","224","15","29"
"596",9,6,"D","15","21","52","12","16","3","0","4","98","8","7"
"597",9,6,"Total","34","40","69","48","50","5","0","10","322","23","36"
"598",9,7,"C","17","23","23","29","34","2","0","5","319","5","22"
"599",9,7,"D","18","11","76","11","15","4","0","3","231","10","16"
"600",9,7,"Total","35","34","99","40","49","6","0","8","550","15","38"
"601",9,8,"C","22","19","15","49","39","0","0","4","372","20","18"
"602",9,8,"D","38","21","57","7","19","4","0","0","275","3","19"
"603",9,8,"Total","60","40","72","56","58","4","0","4","647","23","37"
"604",9,9,"C","15","20","12","31","28","1","0","2","412","17","18"
"605",9,9,"D","29","10","57","23","27","1","0","4","296","14","12"
"606",9,9,"Total","44","30","69","54","55","2","0","6","708","31","30"
"607",9,10,"C","13","15","18","28","38","1","0","1","440","22","21"
"608",9,10,"D","20","14","74","14","26","0","1","1","359","11","12"
"609",9,10,"Total","33","29","92","42","64","1","1","2","799","33","33"
"610",9,11,"C","28","19","6","26","41","2","0","4","358","18","22"
"611",9,11,"D","18","19","51","14","23","4","1","1","375","22","10"
"612",9,11,"Total","46","38","57","40","64","6","1","5","733","40","32"
"613",9,12,"C","19","17","13","36","26","1","0","3","341","12","17"
"614",9,12,"D","31","18","54","7","20","6","0","0","359","16","17"
"615",9,12,"Total","50","35","67","43","46","7","0","3","700","28","34"
"616",9,13,"C","16","15","5","20","22","0","0","1","346","16","12"
"617",9,13,"D","23","25","47","14","28","3","0","2","367","15","20"
"618",9,13,"Total","39","40","52","34","50","3","0","3","713","31","32"
"619",9,14,"C","13","13","9","29","29","1","0","3","302","20","22"
"620",9,14,"D","23","12","49","17","10","4","0","2","361","10","16"
"621",9,14,"Total","36","25","58","46","39","5","0","5","663","30","38"
"622",9,15,"C","15","6","15","18","18","1","0","2","319","13","18"
"623",9,15,"D","19","22","55","11","13","1","0","5","378","14","18"
"624",9,15,"Total","34","28","70","29","31","2","0","7","697","27","36"
"625",9,16,"C","13","8","14","20","29","1","0","1","322","14","17"
"626",9,16,"D","21","14","32","11","18","0","0","0","346","11","11"
"627",9,16,"Total","34","22","46","31","47","1","0","1","668","25","28"
"628",9,17,"C","12","4","17","8","34","0","0","1","246","9","8"
"629",9,17,"D","33","12","25","9","13","1","0","0","347","5","16"
"630",9,17,"Total","45","16","42","17","47","1","0","1","593","14","24"
"631",9,18,"C","10","5","8","8","22","1","0","1","248","13","12"
"632",9,18,"D","19","16","36","7","16","1","0","0","279","6","11"
"633",9,18,"Total","29","21","44","15","38","2","0","1","527","19","23"
"634",9,19,"C","16","6","5","4","18","0","0","0","183","6","15"
"635",9,19,"D","12","18","37","13","8","3","0","0","216","7","8"
"636",9,19,"Total","28","24","42","17","26","3","0","0","399","13","23"
"637",9,20,"C","4","6","4","13","18","0","0","0","133","7","10"
"638",9,20,"D","12","18","22","2","4","2","0","0","133","7","3"
"639",9,20,"Total","16","24","26","15","22","2","0","0","266","14","13"
"640",9,21,"C","12","3","2","6","15","0","0","0","103","3","6"
"641",9,21,"D","13","9","18","3","3","0","0","0","79","2","5"
"642",9,21,"Total","25","12","20","9","18","0","0","0","182","5","11"
"643",9,22,"C","11","8","3","11","13","0","0","0","78","7","10"
"644",9,22,"D","5","10","4","1","4","0","0","0","61","2","4"
"645",9,22,"Total","16","18","7","12","17","0","0","0","139","9","14"
"646",9,23,"C","12","10","2","3","1","0","0","0","54","1","3"
"647",9,23,"D","4","6","7","4","1","3","0","0","50","1","5"
"648",9,23,"Total","16","16","9","7","2","3","0","0","104","2","8"
"649",10,0,"C","6","16","6","2","2","0","0","1","49","1","4"
"650",10,0,"D","3","2","6","0","0","1","0","0","29","1","1"
"651",10,0,"Total","9","18","12","2","2","1","0","1","78","2","5"
"652",10,1,"C","4","8","1","1","1","0","0","0","31","2","0"
"653",10,1,"D","1","5","4","3","0","1","0","0","21","0","0"
"654",10,1,"Total","5","13","5","4","1","1","0","0","52","2","0"
"655",10,2,"C","3","6","1","1","3","0","0","0","20","2","1"
"656",10,2,"D","3","5","3","0","1","0","0","0","26","1","2"
"657",10,2,"Total","6","11","4","1","4","0","0","0","46","3","3"
"658",10,3,"C","0","5","0","1","0","0","0","0","25","1","1"
"659",10,3,"D","3","4","3","0","3","0","0","0","18","0","1"
"660",10,3,"Total","3","9","3","1","3","0","0","0","43","1","2"
"661",10,4,"C","1","5","2","0","3","0","0","0","32","0","0"
"662",10,4,"D","2","2","4","0","3","0","0","0","20","0","0"
"663",10,4,"Total","3","7","6","0","6","0","0","0","52","0","0"
"664",10,5,"C","2","4","2","2","9","0","0","1","86","3","1"
"665",10,5,"D","1","8","1","1","6","0","0","1","40","0","1"
"666",10,5,"Total","3","12","3","3","15","0","0","2","126","3","2"
"667",10,6,"C","5","3","4","7","8","1","0","5","136","8","9"
"668",10,6,"D","6","3","10","1","7","0","0","4","82","6","4"
"669",10,6,"Total","11","6","14","8","15","1","0","9","218","14","13"
"670",10,7,"C","4","8","4","2","14","1","0","2","177","12","10"
"671",10,7,"D","14","7","10","3","8","0","0","1","114","7","10"
"672",10,7,"Total","18","15","14","5","22","1","0","3","291","19","20"
"673",10,8,"C","13","14","1","6","9","1","0","10","243","33","18"
"674",10,8,"D","10","12","13","3","15","0","0","1","173","5","5"
"675",10,8,"Total","23","26","14","9","24","1","0","11","416","38","23"
"676",10,9,"C","10","6","9","13","23","1","0","0","298","29","9"
"677",10,9,"D","4","3","13","3","9","0","0","2","255","11","6"
"678",10,9,"Total","14","9","22","16","32","1","0","2","553","40","15"
